iter	RMSE
153	0.1903687852
154	0.1897658941
155	0.1891651805
156	0.1886291999
157	0.1879459977
158	0.1873507924
159	0.1866718908
160	0.1861113152
161	0.1855627112
162	0.1850541753
163	0.1844276235
164	0.1839105654
165	0.1833256854
166	0.1827325683
167	0.1168	0.1852834567
169	0.1846974848
170	0.1841872389
171	0.1836492289
172	0.183096774
173	0.182519324
174	0.1819944479
175	0.1814914236
176	0.1809764255
177	0.1804415578
178	0.1799342657
179	0.1794331984
180	0.1789246343
181	0.178435646
182	0.1779308857
183	0.1773947268
184	0.1768778888
185	0.176389054
186	0.1759250575
187	0.1754338812
188	0.1749550233
189	0.1745657449
190	0.1739990605
191	0.1735045244
192	0.1730266807
193	0.1726341888
194	0.1722264604
195	0.171823984
196	0.1713863457
197	0.1709828836
198	0.1705187681
199	0.170094557
200	0.16961638
201	0.1691725643
202	0.1687512551
203	0.1682918779
204	0.1679088773
205	0.1675335963
206	0.1671344545
207	0.1667051619
208	0.1663063375
209	0.1659391769
210	0.1655272442
211	0.1651593517
212	0.1648168669
213	0.1644043025
214	0.1640841369
215	0.1636307134
216	0.1632825633
217	0.1628985176
218	0.1624723409
219	0.1621434234
220	0.1616987971
221	0.1613366978
222	0.160997827
223	0.1606379355
224	0.160286997
225	0.1599275185
226	0.1596284525
227	0.1592847149
228	0.1589113527
229	0.1585993253
230	0.1583378059
231	0.1579881785
232	0.1576399184
233	0.1572674763
234	0.1568740599
235	0.1565183275
236	0.156207342
237	0.1558661095
238	0.1555789154
239	0.1552165267
240	0.1549240102
241	0.154682544
242	0.1543650571
243	0.1540207252
244	0.1537417296
245	0.1534578188
246	0.1531793142
247	0.152909653
248	0.1525898312
249	0.1522963562
250	0.151977261
251	0.151740259
252	0.15142012
253	0.1511982248
254	0.1508501762
255	0.1505615774
256	0.1502966965
257	0.1499894252
258	0.1496999767
259	0.1493837777
260	0.1491098458
261	0.1488261	0.1460058519
262	0.1457673889
263	0.1454999024
264	0.1452850284
265	0.1450242835
266	0.1447579192
267	0.1445096725
268	0.1442949787
269	0.1440652884
270	0.1438129944
271	0.1435779297
272	0.1433600469
273	0.143115826
274	0.1429562447
275	0.1427325586
276	0.1425014656
277	0.1422333851
278	0.1419716129
279	0.1417251563
280	0.1414885671
281	0282	0.1436184545
283	0.1433987971
284	0.1431892388
285	0.1429375744
286	0.1427572377
287	0.142502287	0288	0.142342288	0.139849641
289	0.1396065281
290	0.1393734027
291	0.292	0.14147292	0.293	0.141256312
294	0.1410575424
295	0.1408454972
296	0.1406512234
297	0.1404244959
298	0.1402030893
299	0.140007455
300	0.1397807607
301	0.13954301	0.1370993873
302	0.136868943
303	0.1366568014
304	0.1364869253
305	0.1362700238
306	0.1307	0.1384124533
308	0.1382148909
309	0.1380607518
310	0.1378676926
311	0.1376862249
312	0.1374481373
313	0.1372748236
314	0.1371314	0.1315	0.1369315	0.1343172391
316	0.1341552598
317	0.134005465
318	0.1338497414
319	0.1336821511
320	0.1334812958
321	0.1333244219
322	0.1331496146
323	0.1329923916
324	0.132818211
325	0.1326352157
326	0.132439755
327	0.1322545235
328	0.1320691336
329	0.1319243016
330	0.1317162951
331	0.1315329229
332	0.1313824225
333	0.1311839503
334	0.1310223817
335	0.1308322361
336	0.1306513342
337	0.1304732691
338	0.1303561925
339	0.1301594973
340	0.1299734638
341	0.12342	0.1320840668
343	0.1319190141
344	0.1317460327
345	0.1315335025
346	0.1313876051
347	0.1312287263
348	0.131075448
349	0.130932076
350	0.1307786836
351	0.1306148282
352	0.130438131
353	0.1303057565
354	353	0.1265030378
354	0.1263664616
355	0.1262153279
356	0.1260772808
357	0.1259493054
358	0.1258164912
359	0.1256460111
360	0.1254838856
361	0.1253209409
362	0.1251661566
363	0.125024555
364	0.1248814993
365	0.1247522283
366	0.1246222066
367	0.1244566035
368	0.1243135135
369	0.1241674102
370	0.1240356754
371	0.1238715816
372	0.1237522042
373	0.1236775141
374	0.1235221839
375	0.1234118581
376	0.1232836791
377	0.1231744516
378	0.1230383897
379	0.1229303633
380	0.1228230158
381	0.1227265382
382	0.1225747628
383	0.1224266116
384	0.1222743096
385	0.1221349444
386	0.1219928991
387	0.1218535415
388	0.1217476888
389	0.1216116393
390	0.1214944045
391	0.1213853881
392	0.1212587898
393	0.1211663679
394	0.1210527797
395	0.1209426842
396	0.120832154
397	0.1206774816
398	0.1205975276
399	0.1204958253
400	0.1204061804
401	0.1202570227
402	0.1201514847
403	0.1200097662
404	0.1198919529
405	0.1197741696
406	0.1196715302
407	0.1195383279
408	0.1194367337
409	0.1193356889
410	0.1192016035
411	0.412	0.1204778086
413	0.1203819155
414	0.1202812878
415	0.1201804017
416	0.1200839382
417	0.1199698716
418	0.1198667019
419	0.1197771707
420	0.1196897476
421	0.1195942546
422	0.1194746298
423	0.119370034
424	0.1192505782
425	0.1191231294
426	0.1189852416
427	0.1188933238
428	0.1188118947
429	0.1187104805
430	0.1186158868
431	0.1185080799
432	0.1183848606
433	0.1182857023
434	0.1181908353
435	0.1180820256
436	0.1179798586
437	0.1179009695
438	0.1178068301
439	0.1177114348
440	0.1175920756
441	0.117495869
442	0.1173707697
443	0.1172764118
444	0.1171720736
445	0.1170985047
446	0.1169929876
447	0.1169364022
448	0.1168489562
449	0.1167633626
450	0.1166675752
451	0.1165589842
452	0.116422769
453	0.1163152876
454	0.1162300935
455	0.1161397291
456	0.1160389218
457	0.1159128009
458	0.1158394648
459	0.115741716
460	0.1156509419
461	0.11557042
462	0.1154678652
463	0.1153562825
464	0.1152861564
465	0.115190257
466	0.1151194799
467	0.115022455
468	0.1149506308
469	0.1148418124
470	0.1147391342
471	0.1146336278
472	0.1145460243
473	0.1144742799
474	0.1143861262
475	0.114310433
476	0.1142274621
477	0.1141450229
478	0.114046416
479	0.1139605489
480	0.1138883609
481	0.1138040495
482	0.1137039563
483	0.1135987986
484	0.1135166489
485	0.1134227802
486	0.1133623191
487	0.1132857703
488	0.1131949494
489	0.113140205
490	0.1130882379
491	0.1130058853
492	0.1129223304
493	0.1128520637
494	0.112762088
495	0.1126723975
496	0.1126028857
497	0.1125427089
498	0.1124993459
499	0.1123953106
500	0.1123064774
501	0.1122050419
502	0.1121447479
503	0.1120705225
504	0.1119784802
505	0.111902165
506	0.1118292697
507	0.111784019
508	0.1117003704
509	0.1116331112
510	0.1115903025
511	0.1115202548
512	0.111406718
513	0.1113165846
514	0.1112425834
515	0.1111839846
516	0.1111079062
517	0.1110180248
518	0.1109466808
519	0.1108880855
520	0.1108072937
521	0.1107494664
522	0.1106859511
523	0.1106286546
524	0.1105568863
525	0.1105028644
526	0.1104655437
527	0.11040103
528	0.1103189415
529	0.1102606623
530	0.1102060488
531	0.1101343301
532	0.1100548479
533	0.1099419274
534	0.1099008733
535	0.1098320476
536	0.109784317
537	0.1097133126
538	0.1096624604
539	0.1096145599
540	0.1095338456
541	0.1094475594
542	0.1093824469
543	0.1093421498
544	0.1092867863
545	0.1092053607
546	0.1091338947
547	0.1090613466
548	0.1090277176
549	0.1089560453
550	0.1088763634
551	0.1088285398
552	0.108754955
553	0.1086640032
554	0.1085736774
555	0.1085045755
556	0.1084489045
557	0.1083960921
558	0.1083404779
559	0.1082637065
560	0.1081977296
561	0.1081373403
562	0.1080721334
563	0.1079864784
564	0.1079197188
565	0.1078632533
566	0.1077935605
567	0.1077077407
568	0.1076473487
569	0.1075767461
570	0.1075115216
571	0.1074478335
572	0.1073783643
573	0.1073195354
574	0.1072673634
575	0.1072042788
576	0.107160857
577	0.1071114172
578	0.1070361215
579	0.1070043314
580	0.1069730849
581	0.106922556
582	0.1068339753
583	0.1067993265
584	0.1067265369
585	0.1066782307
586	0.1065927174
587	0.1065369687
588	0.1064636655
589	0.1064215098
590	0.1063579795
591	0.1063284126
592	0.1062823106
593	0.1062203049
594	0.1061822518
595	0.1061293447
596	0.1060988349
597	0.1060227661
598	0.105988486
599	0.1059246125
600	0.1058560604
601	0.1057958333
602	0.1057652009
603	0.105710469
604	0.1056425552
605	0.1055817694
606	0.1055258276
607	0.1054493053
608	0.1053811388
609	0.1053179261
610	0.1052611481
611	0.105198422
612	0.1051440562
613	0.1050511034
614	0.1050058003
615	0.1049578647
616	0.1049067614
617	0.104840546
618	0.1047825259
619	0.1047159779
620	0.1046675513
621	0.1046225778
622	0.1045470819
623	0.1044934838
624	0.1044692257
625	0.1044167366
626	0.1043806379
627	0.104335049
628	0.1043059296
629	0.1042823355
630	0.1042295866
631	0.1041580964
632	0.1041389238
633	0.1040797737
634	0.1040328645
635	0.1039590018
636	0.1039022033
637	0.1038287259
638	0.1038129416
639	0.1037443025
640	0.1036762281
641	0.1036114711
642	0.103533445
643	0.1034813439
644	0.1034126586
645	0.1033736254
646	0.1033269218
647	0.1032525423
648	0.103201263
649	0.10314672
650	0.1031015757
651	0.1030618574
652	0.1029992633
653	0.102963834
654	0.1028932004
655	0.1028399278
656	0.102791276
657	0.1027659791
658	0.1027092459
659	0.1026656861
660	0.1025993459
661	0.1025443892
662	0.1024789418
663	0.1024270091
664	0.1023699347
665	0.1023173581
666	0.102271045
667	0.1022342698
668	0.1022157725
669	0.1021452602
670	0.1021042569
671	0.1020531515
672	0.1019990221
673	0.1019900374
674	0.1019288262
675	0.1018914955
676	0.1018299458
677	0.1018168362
678	0.101783268
679	0.1017471196
680	0.1017044525
681	0.1016571445
682	0.1016132942
683	0.1015758929
684	0.1015000278
685	0.1014714637
686	0.1014158841
687	0.1013659328
688	0.1013069712
689	0.1012657513
690	0.1012141601
691	0.1011565983
692	0.1011151884
693	0.1010741288
694	0.1010145697
695	0.1009596277
696	0.1009072857
697	0.1008964423
698	0.1008443621
699	0.1008049777
700	0.1007574668
701	0.100703319
702	0.1006584519
703	0.1006153879
704	0.1005841966
705	0.1005569368
706	0.100517066
707	0.1004513545
708	0.1003844792
709	0.1003725974
710	0.1003341263
711	0.1002555066
712	0.1002238921
713	0.1001873244
714	0.1001610994
715	0.1001155009
716	0.1000580508
717	0.09999331353
718	0.09994981602
719	0.09990325171
720	0.09988277495
721	0.09981486801
722	0.09975061736
723	0.09969359194
724	0.09963811526
725	0.09960819303
726	0.09959884493
727	0.09955167647
728	0.09949578586
729	0.09944255292
730	0.09937691056
731	0.09936092617
732	0.09931447169
733	0.09926180961
734	0.09920653892
735	0.09917632187
736	0.09909875552
737	0.09908655749
738	0.09907540069
739	0.09901224025
740	0.09896765703
741	0.09892860138
742	0.09889505307
743	0.09886623114
744	0.09881227384
745	0.09878625939
746	0.09874070135
747	0.09868541883
748	0.09863889254
749	0.09858359959
750	0.09853554099
751	0.09847529067
752	0.09844784788
753	0.09838714328
754	0.09834728779
755	0.09830500266
756	0.09826259958
757	0.09823508649
758	0.0981611573
759	0.09811006455
760	0.09807308143
761	0.09802096619
762	0.09800130916
763	0.09795007917
764	0.0979167225
765	0.09787227883
766	0.09781621798
767	0.09776406631
768	0.09770410956
769	0.09768791238
770	0.09765708179
771	0.09760122499
772	0.0975390107
773	0.09749427978
774	0.09743766702
775	0.0973999339
776	0.09738609476
777	0.09734383842
778	0.09728790165
779	0.09723781514
780	0.09720543057
781	0.09717771803
782	0.09713029603
783	0.09709557635
784	0.09703119557
785	0.09698293474
786	0.09692138388
787	0.09688326446
788	0.09685490053
789	0.09680709932
790	0.096736292
791	0.09668883981
792	0.0966412996
793	0.09659560331
794	0.09657684237
795	0.09652466545
796	0.0965037671
797	0.09644584199
798	0.0964341919
799	0.09640124807
800	0.09637548863
801	0.09635319564
802	0.09634428418
803	0.09633206637
804	0.09628849989
805	0.0962425891
806	0.09623055757
807	0.09617528018
808	0.09613806007
809	0.09610205972
810	0.09607751157
811	0.09603014682
812	0.09601207034
813	0.09597943136
814	0.09592944913
815	0.09590863194
816	0.09584405257
817	0.09581987955
818	0.09579386352
819	0.09575284538
820	0.09573965105
821	0.09572731544
822	0.09567841258
823	0.09567044277
824	0.09563914577
825	0.09561237731
826	0.09556280671
827	0.09550101422
828	0.09546819019
829	0.09544441414
830	0.09538112025
831	0.09532473447
832	0.09531397292
833	0.0952900012
834	0.09526623368
835	0.09521928999
836	0.09517289484
837	0.09516501195
838	0.09511836139
839	0.09510357961
840	0.09504902478
841	0.09503965548
842	0.09497258123
843	0.09491870344
844	0.0948853651
845	0.09483956842
846	0.09483037319
847	0.09478794977
848	0.09473301646
849	0.09471315467
850	0.09470399147
851	0.09467855181
852	0.09462824454
853	0.09459915165
854	0.09458005418
855	0.09452679567
856	0.09447578917
857	0.09443310344
858	0.09440027474
859	0.09439272511
860	0.09434386701
861	0.09431804038
862	0.09429378865
863	0.09423026606
864	0.09422166316
865	0.09421525102
866	0.09416002107
867	0.09414466199
868	0.09410054159
869	0.09408989619
870	0.09403447821
871	0.09402613111
872	0.09400712674
873	0.09399114238
874	0.09395420099
875	0.09393725337
876	0.09389299894
877	0.09384589245
878	0.09383403202
879	0.09380139127
880	0.09378630501
881	0.0937304164
882	0.09370475872
883	0.0936647941
884	0.09365201607
885	0.09360404693
886	0.09357066062
887	0.09350716557
888	0.09345236242
889	0.09343303059
890	0.09338369876
891	0.09333392771
892	0.09328465372
893	0.09324868565
894	0.09324125102
895	0.09320951282
896	0.09317769426
897	0.09314254787
898	0.09308256536
899	0.09303069443
900	0.09298220917
901	0.09293222182
902	0.09287985195
903	0.09283093067
904	0.09278690448
905	0.09275420547
906	0.09270485551
907	0.09265804224
908	0.09263571048
909	0.09259062548
910	0.09253568788
911	0.09249649228
912	0.09244543204
913	0.09240046397
914	0.09235500855
915	0.09234648998
916	0.09233807411
917	0.09230658581
918	0.09224617193
919	0.09218683203
920	0.0921703171
921	0.09212409856
922	0.09211653958
923	0.09210919249
924	0.09206448063
925	0.09201441557
926	0.09196632356
927	0.09192069301
928	0.09187364003
929	0.0918240958
930	0.09178176977
931	0.09176515982
932	0.09173107908
933	0.09168414884
934	0.09164016084
935	0.0916087634
936	0.09157775045
937	0.09156090245
938	0.09151420308
939	0.09146752431
940	0.09142980919
941	0.09141849211
942	0.09139403431
943	0.0913877357
944	0.0913379093
945	0.09129729335
946	0.09124218591
947	0.09121632683
948	0.0911717468
949	0.09113821609
950	0.09109041545
951	0.09106408777
952	0.09101480868
953	0.09098269399
954	0.0909428543
955	0.09089197484
956	0.09084469034
957	0.09082079263
958	0.0907906931
959	0.09075420633
960	0.09072845128
961	0.09069409205
962	0.09065430138
963	0.09063826823
964	0.09060403112
965	0.09057978011
966	0.09057339699
967	0.09052636046
968	0.0905183655
969	0.09047276182
970	0.09043568153
971	0.09039297572
972	0.09035252242
973	0.09031183158
974	0.09027213277
975	0.09024422283
976	0.09020020217
977	0.09017021506
978	0.0901304417
979	0.09008258729
980	0.09005725992
981	0.0900198241
982	0.08998670493
983	0.08996315902
984	0.0899567532
985	0.08990981613
986	0.08985808334
987	0.08982895512
988	0.08979782282
989	0.08976605067
990	0.08973815063
991	0.08970339275
992	0.08969710847
993	0.08967167317
994	0.08966603102
995	0.08962071677
996	0.08958996856
997	0.08956159242
998	0.08952613209
999	0.089495214
1000	0.08944406431
1001	0.08943835839
1002	0.08939251665
1003	0.08938132654
1004	0.08933214286
1005	0.08929282334
1006	0.08928759028
1007	0.08925335708
1008	0.08924779638
1009	0.0892148924
1010	0.0891749641
1011	0.08915062991
1012	0.08909828411
1013	0.08909277826
1014	0.08908530005
1015	0.08904336245
1016	0.08902087539
1017	0.08898083204
1018	0.08894612818
1019	0.08891716802
1020	0.08887799714
1021	0.08883621412
1022	0.08879965873
1023	0.08876062254
1024	0.08872831774
1025	0.08870684993
1026	0.08870184856
1027	0.08866518103
1028	0.08866007642
1029	0.08862891778
1030	0.08859453478
1031	0.08854484187
1032	0.08851942152
1033	0.08849736644
1034	0.08845466273
1035	0.08843139393
1036	0.08837639708
1037	0.08837124106
1038	0.08833391516
1039	0.08832609526
1040	0.08829376762
1041	0.08828790122
1042	0.0882443914
1043	0.08821760706
1044	0.08819350758
1045	0.0881534271
1046	0.08812306946
1047	0.08809742999
1048	0.08805769907
1049	0.08803098736
1050	0.08802586641
1051	0.08798261857
1052	0.08793818753
1053	0.0878964732
1054	0.08785699616
1055	0.0878247618
1056	0.08778462365
1057	0.08776705107
1058	0.0877334597
1059	0.08769475757
1060	0.08768744591
1061	0.08764993648
1062	0.08762329475
1063	0.08759943533
1064	0.08759444184
1065	0.0875662165
1066	0.08755407286
1067	0.08750787257
1068	0.08746107638
1069	0.087431893
1070	0.08739968221
1071	0.08736955361
1072	0.08736472189
1073	0.0873357
1074	0.08733078974
1075	0.08729829049
1076	0.08726004813
1077	0.08721731439
1078	0.08720874598
1079	0.08717254051
1080	0.0871544181
1081	0.08714909959
1082	0.08714436855
1083	0.08712495871
1084	0.08712026445
1085	0.08708995665
1086	0.08705324407
1087	0.08701479593
1088	0.08698823394
1089	0.0869588819
1090	0.08691655698
1091	0.08691182261
1092	0.08690750486
1093	0.08690321649
1094	0.08689285657
1095	0.0868540528
1096	0.08682953156
1097	0.08681595485
1098	0.08679134695
1099	0.08675517287
1100	0.08675092699
1101	0.08671106454
1102	0.08670167384
1103	0.08667449468
1104	0.08663887518
1105	0.08659911809
1106	0.08656138938
1107	0.08653059795
1108	0.08649200241
1109	0.08648399715
1110	0.08645947815
1111	0.08642597309
1112	0.08640284502
1113	0.08637047202
1114	0.08633445597
1115	0.08629439862
1116	0.08628134908
1117	0.08627724874
1118	0.08625185937
1119	0.08621267087
1120	0.08618597943
1121	0.08614572892
1122	0.0861102374
1123	0.08610588225
1124	0.08607412118
1125	0.08604362469
1126	0.08603484763
1127	0.08601997138
1128	0.08599502796
1129	0.08594808804
1130	0.08593129944
1131	0.08589217688
1132	0.08586885751
1133	0.08583445782
1134	0.08582930488
1135	0.08579476989
1136	0.08574735942
1137	0.08573324055
1138	0.08570563664
1139	0.08569748229
1140	0.08567347009
1141	0.08565029473
1142	0.08562034877
1143	0.08558356261
1144	0.08553285201
1145	0.08552142108
1146	0.08549973915
1147	0.0854666757
1148	0.08543145147
1149	0.08540053426
1150	0.08537243871
1151	0.0853686078
1152	0.08535046339
1153	0.08534112748
1154	0.08533286547
1155	0.08529152791
1156	0.08527965602
1157	0.08524200336
1158	0.08521848293
1159	0.08519524344
1160	0.08515458904
1161	0.08512747082
1162	0.08512284956
1163	0.08509798124
1164	0.0850494969
1165	0.0850207376
1166	0.08498256615
1167	0.08497874616
1168	0.08494291466
1169	0.08490369281
1170	0.08487084261
1171	0.08483538322
1172	0.08482440507
1173	0.08478696695
1174	0.08476464932
1175	0.0847370032
1176	0.08473204521
1177	0.084727442
1178	0.08470123126
1179	0.08469740554
1180	0.08468681975
1181	0.08466181823
1182	0.08465463173
1183	0.08461802745
1184	0.08457670984
1185	0.08455892495
1186	0.08453667435
1187	0.08452621581
1188	0.08452109381
1189	0.08451010835
1190	0.08447516562
1191	0.08444502286
1192	0.08443694808
1193	0.08442877244
1194	0.08440942911
1195	0.08436752446
1196	0.08433246687
1197	0.08428569837
1198	0.08424842221
1199	0.08424395339
1200	0.08420168064
1201	0.08417276504
1202	0.08414077677
1203	0.08411046569
1204	0.08409194404
1205	0.08407393889
1206	0.08405365145
1207	0.08402504289
1208	0.08400219059
1209	0.08399438491
1210	0.08397116219
1211	0.08393945562
1212	0.08390681359
1213	0.0838696031
1214	0.08385112449
1215	0.08382743691
1216	0.08380897506
1217	0.08377774485
1218	0.08373687658
1219	0.08370603922
1220	0.08368922681
1221	0.08365073915
1222	0.0836055582
1223	0.08357931465
1224	0.08357179087
1225	0.08353465313
1226	0.08350210109
1227	0.08347290931
1228	0.08344638261
1229	0.08343829145
1230	0.08341305776
1231	0.08338215303
1232	0.08335117477
1233	0.08331591162
1234	0.08330941259
1235	0.08328416317
1236	0.08324391209
1237	0.08320340112
1238	0.08317120425
1239	0.08313696863
1240	0.08312162126
1241	0.08308849831
1242	0.08305632683
1243	0.0830378607
1244	0.0830031631
1245	0.08297466852
1246	0.0829382255
1247	0.08292012475
1248	0.08289840948
1249	0.08289096883
1250	0.08285777395
1251	0.08281433309
1252	0.08278382675
1253	0.08273518999
1254	0.08271657392
1255	0.0826863164
1256	0.08264657528
1257	0.0826268682
1258	0.08259188686
1259	0.08255781456
1260	0.08254293312
1261	0.08252807696
1262	0.08249171395
1263	0.08245718035
1264	0.0824538968
1265	0.08242726179
1266	0.08242008586
1267	0.0823851647
1268	0.08235774131
1269	0.08232465633
1270	0.08229149898
1271	0.08226275825
1272	0.08224132683
1273	0.08221384421
1274	0.08218516718
1275	0.08215136574
1276	0.08213467806
1277	0.08209383223
1278	0.08205505385
1279	0.08204608555
1280	0.08202250301
1281	0.08200753892
1282	0.08198325166
1283	0.08197459044
1284	0.08195405441
1285	0.08192800847
1286	0.0819053086
1287	0.08189839703
1288	0.08186265167
1289	0.08184550839
1290	0.08182028247
1291	0.08179523893
1292	0.08178232467
1293	0.08177060136
1294	0.08174113714
1295	0.08172575045
1296	0.08169053977
1297	0.08166663835
1298	0.08164431034
1299	0.08163165618
1300	0.08162352187
1301	0.08159648276
1302	0.08158624379
1303	0.08157025825
1304	0.08153723264
1305	0.08152822469
1306	0.08149558521
1307	0.08147327349
1308	0.08144714659
1309	0.08142379048
1310	0.08141737649
1311	0.0813905723
1312	0.08136840722
1313	0.08136256586
1314	0.08133088175
1315	0.08131562473
1316	0.08128584024
1317	0.08126475394
1318	0.08123789067
1319	0.08121551028
1320	0.08118372146
1321	0.08117638288
1322	0.0811393129
1323	0.0811230579
1324	0.08108892145
1325	0.08107020316
1326	0.08106327761
1327	0.08104967153
1328	0.08104140356
1329	0.08100766992
1330	0.08098060155
1331	0.08095984507
1332	0.0809321619
1333	0.08090594989
1334	0.08086127863
1335	0.08084223202
1336	0.08081566818
1337	0.08079137027
1338	0.08077074994
1339	0.08073942548
1340	0.08071884133
1341	0.08069069855
1342	0.08067720725
1343	0.08063940249
1344	0.08061050613
1345	0.08058472278
1346	0.08057857808
1347	0.08057060235
1348	0.08056162884
1349	0.08053738438
1350	0.08052552785
1351	0.08050404136
1352	0.08049126258
1353	0.08045894674
1354	0.08042716014
1355	0.08040014092
1356	0.08036866422
1357	0.08035091297
1358	0.0803295848
1359	0.08031207093
1360	0.08030573307
1361	0.08028041943
1362	0.08025686243
1363	0.0802509316
1364	0.08021952296
1365	0.08018002152
1366	0.08014900968
1367	0.08013682728
1368	0.08010141162
1369	0.0800873921
1370	0.0800698584
1371	0.08004522797
1372	0.08003234966
1373	0.07999937959
1374	0.07997728491
1375	0.07994426557
1376	0.07992118201
1377	0.07990995384
1378	0.07988489261
1379	0.07986628788
1380	0.07982717757
1381	0.07979387709
1382	0.07974723352
1383	0.07971371184
1384	0.07969866
1385	0.07966997984
1386	0.07966400545
1387	0.07964009809
1388	0.0796017584
1389	0.07959783695
1390	0.07957169551
1391	0.07956401856
1392	0.07953733797
1393	0.07951210072
1394	0.07948154359
1395	0.07947393197
1396	0.07945680469
1397	0.07943044753
1398	0.07939652438
1399	0.07938597715
1400	0.07935368019
1401	0.07934667877
1402	0.07932284618
1403	0.07929457084
1404	0.07927543809
1405	0.07925700452
1406	0.07923629423
1407	0.07919788258
1408	0.07914820606
1409	0.07911939828
1410	0.07909531269
1411	0.07907067551
1412	0.07905339925
1413	0.07902512886
1414	0.07899960168
1415	0.07899414699
1416	0.0789664753
1417	0.07893902109
1418	0.07891217933
1419	0.07888920462
1420	0.07886181691
1421	0.0788346973
1422	0.07879741829
1423	0.07877153134
1424	0.07874578852
1425	0.07871105664
1426	0.07868580077
1427	0.07865684915
1428	0.07863486825
1429	0.0786064634
1430	0.07858013977
1431	0.07857445287
1432	0.07855898042
1433	0.07854432901
1434	0.0785189995
1435	0.07848779863
1436	0.07845049543
1437	0.07842277684
1438	0.07840305627
1439	0.07838247134
1440	0.07834933454
1441	0.07831968803
1442	0.07829135961
1443	0.07825843207
1444	0.07821961961
1445	0.07819708228
1446	0.0781639827
1447	0.07813199423
1448	0.07811449371
1449	0.07809131565
1450	0.07806807649
1451	0.07803633445
1452	0.07801058235
1453	0.07799499639
1454	0.07796153407
1455	0.07793837771
1456	0.07791143848
1457	0.07787204113
1458	0.07784855576
1459	0.0778303812
1460	0.07780150172
1461	0.07777010246
1462	0.07776302731
1463	0.07773558476
1464	0.07773106347
1465	0.07771512783
1466	0.07769407263
1467	0.07766814518
1468	0.07766299974
1469	0.07764190876
1470	0.07761861704
1471	0.07760289054
1472	0.07758453771
1473	0.07755132837
1474	0.07752837159
1475	0.07749548288
1476	0.07747018538
1477	0.07744775006
1478	0.07742739442
1479	0.07739431549
1480	0.07737433716
1481	0.0773526546
1482	0.07734140167
1483	0.07730933754
1484	0.07727773976
1485	0.07725975653
1486	0.07723814571
1487	0.07722422688
1488	0.0772000228
1489	0.07717084327
1490	0.07716115268
1491	0.07713151898
1492	0.07710815121
1493	0.07708107956
1494	0.07705608376
1495	0.0770275645
1496	0.07701549574
1497	0.07698701327
1498	0.07696948757
1499	0.07694282663
1500	0.07691265868
1501	0.07687435565
1502	0.07684966283
1503	0.07682317016
1504	0.07679416689
